ADM1_EN,ADM2_EN,a7,a8,a10_child,a10_adult,a10_elder,a11,a14,a9_male,a9_female,g5,g6,g8,g9,g19,g4,g7_i,g7_ii,g7_iii,g7_iv,g7_v,g7_vi,g7_vii,g7_viii,g7_ix,g7_x,g7_xi,g7_xii,g7_xiii,g7_xiv,a13,g44,g45_i,g45_ii,g45_iii,g45_iv,g45_v,g45_vi,g45_vii,b5,b6,b7,g15_i,g15_ii,g15_iii,g29,g25,g26,g28,g34_i,g34_ii,g34_iii,g34_iv,g34_v,g34_vi,g34_vii,g34_viii,g34_ix,g34_x,g34_xi,g32,g35,c3,g56,g57,c2,g95,g94,g96,g97,g99,g98,b1,b3,g46,g102,g37,g38,g39,b2,g41,a16,a17,g85,g89,g68,g66,g64,g65_i,g65_ii,g65_iii,g65_iv,g65_v,g65_vi,g65_vii,g65_viii,g65_ix,g65_x,g54,g54_i,g54_ii,g54_iii,g54_v,g54_vi,c9,g61,g62_i,g62_ii,g63,g51,g51b,a12,g53a,g53b_i,g53b_ii,g53b_iii,g53b_iv,g53b_v,g53b_vi,g53b_vii,g52,a22,a24,a25,a29,a26_i,a26_ii,a26_iii,a26_iv,a26_xv,a26_v,a26_vi,a26_vii,a26_viii,a26_ix,a26_x,a26_xi,a26_xii,a26_xiii,a26_xiv,a15_i,a15_ii,a15_iii,a15_iv,a15_v,a15_xiv,a15_vi,a15_vii,a15_viii,a15_ix,a15_x,a15_xiii,a15_xii,a15_xi,a15_xv,a15_xvi,a15_xvii,a15_xviii,a15_xix,a15_xx,a15_xxi,a15_xxii,a15_xxiii,a15_xxiv,g67,g73,g74,f7,f7b,d1_ii,d1_iii,d1_iv,d1_v,d1_vi,d1_vii,d1_viii,d1_i,d1_ix,d1_x,d1_xi,d1_xii,d1_xiii,d2_ii,d2_iii,d2_iv,d2_v,d2_vi,d2_i,d2_vii,d2_viii,d2_ix,d2_x,d3_ii,d3_iii,d3_iv,d3_v,d3_i,d3_vi,d3_vii,d3_viii,d3_ix,d3_x,d3_xi,d3_xii,d3_xiii,d3_xiv,d3_xv,d4,d5_i,d5_ii,d5_iii,d5_iv,d5_v,d5_vi,d5_vii,d5_viii,d5_ix,d5_x,d6,d7,d10,d12,d15,indicative,d8_i,d8_ii,d8_iii,d8_iv,d8_v,d8_vi,d8_vii,d8_viii
Al-Sulaymaniyah,Halabcha,6.590163934,6.557377049,52.9587444,45.9620207,1.079235,5.2631579,1.754386,49.6076396,50.3923604,66.6666667,70.5882353,77.0491803,36.0655738,1.9607843,29.4117647,5.8823529,0,41.1764706,0,29.4117647,0,0,0,5.8823529,0,5.8823529,0,0,17.6470588,6.666666667,18.1818182,100,20,0,0,40,20,0,80.3278689,42.6229508,9.8360656,96.7213115,3.2786885,0,96.7213115,98.3606557,24.5901639,96.7213115,63.3333333,3.3333333,0,3.3333333,13.3333333,0,0,0,0,0,0,55.7377049,63.9344262,9.8360656,1.6393443,16.3934426,1.6393443,100,80.3278689,21.3114754,100,78.6885246,90.1639344,91.8032787,#N/A,48.2758621,68.3333333,32.7868852,60.6557377,37.704918,0,98.3606557,0,88.5245902,98.3606557,4.9180328,26.2295082,86.8852459,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,16.6666667,0,0,0,0,11.4754098,6.557377,0,0,0,0,0,0,0,0,0,11.4754098,6.557377,100,100,71.1111111,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,30,3.3333333,10,6.6666667,0,0,0,1.6666667,6.6666667,51.6666667,60,10,6.6666667,0,0,0,1.6666667,0,0,0,0,0,0,61.6666667,3.3333333,0,0,60,93.442623,52.4590164,81.9672131,0,0,0,0,6.557377,0,16.3934426,0,0,4.9180328,70.4918033,62.295082,44.2622951,22.9508197,26.2295082,11.4754098,0,1.6393443,0,0,44.2622951,42.6229508,37.704918,81.9672131,26.2295082,22.9508197,6.557377,1.6393443,0,0,0,0,0,0,0,16.3934426,0,100,0,0,0,0,0,30,0,0,60,40,0,60,3.2786885,1,NA,NA,NA,NA,NA,NA,NA,NA
Al-Sulaymaniyah,Kalar,5.133333333,5.133333333,38.0128205,55.2200855,6.767094,10,10,54.087149,45.912851,73.1707317,73.1707317,78.3333333,15,2.4390244,26.8292683,0,18.1818182,54.5454545,9.0909091,18.1818182,0,0,0,18.1818182,0,0,0,0,9.0909091,2.5,7.1428571,100,14.2857143,14.2857143,14.2857143,42.8571429,14.2857143,0,81.6666667,43.3333333,11.6666667,100,0,0,95,100,31.6666667,100,72,4,0,16,24,4,0,0,0,0,0,41.6666667,46.6666667,6.6666667,0,15,3.3333333,100,88.3333333,21.6666667,100,83.3333333,90,61.6666667,60,36.9565217,57.6271186,36.6666667,56.6666667,33.3333333,1.6666667,98.3333333,0,91.6666667,95,3.3333333,8.3333333,61.6666667,1.7857143,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,100,0,0,0,0,16.6666667,13.3333333,0,0,0,0,0,0,0,0,0,8.3333333,8.3333333,100,100,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.3220339,13.559322,0,13.559322,1.6949153,0,0,0,0,1.6949153,50.8474576,49.1525424,10.1694915,6.779661,0,1.6949153,0,3.3898305,0,0,3.3898305,0,6.779661,0,54.2372881,0,1.6666667,0,25,75,30,68.3333333,0,0,0,1.6666667,6.6666667,1.6666667,20,0,0,18.3333333,80,48.3333333,40,16.6666667,18.3333333,6.6666667,0,0,0,0,53.3333333,48.3333333,35,80,20,10,1.6666667,0,0,0,0,0,0,0,0,6.6666667,0,100,0,0,0,0,0,25,0,0,75,25,0,25,3.3333333,1,NA,NA,NA,NA,NA,NA,NA,NA
Al-Sulaymaniyah,Rania,5.393442623,5.360655738,43.0236794,52.9579755,4.018345,1.6393443,3.2786885,53.7379651,46.2620349,53.8461538,53.8461538,72.1311475,27.8688525,2.5641026,46.1538462,0,0,27.7777778,0,16.6666667,0,0,0,33.3333333,0,0,5.5555556,0,22.2222222,3.571428571,18.75,100,0,0,0,0,0,0,85.2459016,52.4590164,19.6721311,96.7213115,3.2786885,0,95.0819672,100,26.2295082,98.3606557,89.1891892,2.7027027,0,2.7027027,40.5405405,16.2162162,0,2.7027027,5.4054054,0,0,34.4262295,45.9016393,8.1967213,3.2786885,13.1147541,0,100,98.3606557,11.4754098,100,80.3278689,93.442623,91.8032787,#N/A,43.8596491,55.7377049,37.704918,67.2131148,42.6229508,4.9180328,96.7213115,1.6393443,93.442623,98.3606557,1.6393443,14.7540984,77.0491803,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,60,0,0,0,0,11.4754098,8.1967213,0,0,0,0,0,0,0,0,0,6.557377,3.2786885,100,100,55.5555556,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.5737705,1.6393443,0,3.2786885,3.2786885,0,0,1.6393443,0,3.2786885,60.6557377,55.7377049,21.3114754,11.4754098,0,1.6393443,0,3.2786885,0,0,8.1967213,0,0,0,60.6557377,0,0,0,#N/A,91.8032787,37.704918,91.8032787,0,1.6393443,0,0,4.9180328,0,32.7868852,0,0,6.557377,72.1311475,68.852459,60.6557377,27.8688525,8.1967213,1.6393443,0,0,0,0,63.9344262,62.295082,26.2295082,90.1639344,22.9508197,4.9180328,1.6393443,0,0,0,0,0,0,0,0,1.6393443,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Babil,Al-Mussyab,6.183333333,5.166666667,32.2251082,64.270202,3.5046898,10.1694915,8.3333333,46.9493146,53.0506854,92.3076923,92.3076923,98.3333333,16.6666667,0,7.6923077,33.3333333,0,0,0,33.3333333,0,0,0,0,0,33.3333333,0,0,0,0,0,100,33.3333333,0,33.3333333,0,33.3333333,0,60,28.3333333,21.6666667,96.6666667,3.3333333,0,98.3333333,100,70,100,36.5853659,0,2.4390244,0,0,2.4390244,0,31.7073171,21.9512195,4.8780488,2.4390244,61.6666667,48.3333333,6.6666667,1.6666667,1.6666667,18.3333333,100,98.3333333,26.6666667,100,90,100,38.3333333,50,48.2142857,78.3333333,50,55,5,0,98.3333333,10,63.3333333,80,28.3333333,10,11.6666667,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.7241379,0,0,0,0,0,50,0,0,0,0,53.3333333,41.6666667,0,1.6949153,0,0,0,1.6949153,0,0,0,18.3333333,1.6666667,100,80,90.625,100,28.5714286,7.1428571,0,7.1428571,0,64.2857143,0,0,0,0,0,0,0,0,72.7272727,34.0909091,38.6363636,27.2727273,13.6363636,0,0,0,0,6.8181818,11.3636364,13.6363636,9.0909091,9.0909091,0,6.8181818,0,4.5454545,2.2727273,0,15.9090909,0,0,0,18.1818182,38.6363636,28.3333333,2.9411765,72.7272727,56.6666667,18.3333333,71.6666667,21.6666667,21.6666667,13.3333333,36.6666667,41.6666667,1.6666667,0,0,0,0,68.3333333,26.6666667,33.3333333,61.6666667,25,10,3.3333333,16.6666667,0,0,68.3333333,53.3333333,78.3333333,30,1.6666667,6.6666667,6.6666667,0,0,18.3333333,8.3333333,0,0,0,0,18.3333333,45.4545455,100,9.0909091,0,0,0,0,0,0,0,100,0,0,72.7272727,53.3333333,1,NA,NA,NA,NA,NA,NA,NA,NA
Baghdad,Al-Adhamiya,6.173469388,5.357142857,39.8420797,58.931001,1.2269193,8.2474227,11.3402062,51.5958786,48.4041214,79.6875,81.25,97.9591837,19.3877551,3.125,18.75,0,0,30.7692308,15.3846154,15.3846154,0,0,0,0,46.1538462,0,30.7692308,0,15.3846154,14.51612903,17.3913043,100,0,0,12.5,0,25,0,40.8163265,17.3469388,13.2653061,89.7959184,10.2040816,0,96.9387755,100,84.6938776,100,31.0344828,0,0,0,0,0,0,22.4137931,17.2413793,3.4482759,0,66.3265306,35.7142857,7.1428571,0,0,5.1020408,98.9795918,98.9795918,15.3061224,100,89.7959184,97.9591837,30.6122449,42.8571429,61.4457831,68.3673469,48.9795918,56.122449,7.1428571,1.0204082,98.9795918,1.0204082,72.4489796,73.4693878,26.5306122,6.122449,18.3673469,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.0833333,0,1.0204082,0,1.0204082,0,42.8571429,0,0,0,0,53.0612245,33.6734694,0,1.0204082,0,0,0,0,0,0,0,29.5918367,3.0612245,100,82.8947368,73.7704918,82.3529412,11.7647059,23.5294118,35.2941176,0,0,52.9411765,0,0,0,0,0,0,0,0,34.2465753,17.8082192,26.0273973,2.739726,8.2191781,2.739726,0,0,0,27.3972603,26.0273973,32.8767123,8.2191781,15.0684932,1.369863,1.369863,0,2.739726,9.5890411,6.8493151,16.4383562,0,4.109589,0,35.6164384,26.0273973,19.3877551,0,79.1666667,43.877551,24.4897959,66.3265306,14.2857143,24.4897959,9.1836735,37.755102,33.6734694,0,4.0816327,0,1.0204082,10.2040816,72.4489796,44.8979592,40.8163265,53.0612245,24.4897959,7.1428571,4.0816327,13.2653061,0,0,42.8571429,57.1428571,68.3673469,55.1020408,5.1020408,18.3673469,5.1020408,1.0204082,1.0204082,8.1632653,4.0816327,0,0,0,0,24.4897959,25,95.8333333,0,0,0,12.5,8.3333333,0,0,0,100,0,4.3478261,82.6086957,37.755102,1,NA,NA,NA,NA,NA,NA,NA,NA
Baghdad,Al-Kadhmiyah,5.448275862,5.206896552,40.1620283,56.0700251,3.7679466,16.6666667,15.3846154,49.8358315,50.1641685,81.6666667,81.6666667,91.954023,6.8965517,1.6666667,18.3333333,18.1818182,0,9.0909091,0,9.0909091,0,0,0,0,9.0909091,36.3636364,18.1818182,0,0,3.773584906,12,92.8571429,28.5714286,14.2857143,0,78.5714286,7.1428571,0,79.3103448,25.2873563,14.9425287,87.3563218,12.6436782,0,86.2068966,98.8505747,39.0804598,98.8505747,33.9285714,0,0,0,0,7.1428571,0,25,10.7142857,3.5714286,0,19.5402299,35.6321839,8.045977,4.5977011,8.045977,6.8965517,91.954023,97.7011494,63.2183908,100,78.1609195,91.954023,72.4137931,75,64.8648649,80.4597701,43.6781609,68.9655172,29.8850575,0,98.8505747,9.1954023,42.5287356,93.1034483,21.8390805,7.3170732,42.5287356,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2195122,1.1627907,1.1904762,0,1.1764706,0,85.7142857,2.2988506,1.1494253,1.1494253,2.3809524,8.045977,6.8965517,1.1494253,0,0,0,0,0,0,0,0,27.5862069,3.4482759,100,84.7457627,80.4347826,50,16.6666667,33.3333333,16.6666667,0,8.3333333,41.6666667,0,0,0,0,0,0,0,0,19.047619,0,3.1746032,1.5873016,1.5873016,0,0,0,0,33.3333333,41.2698413,53.968254,0,23.8095238,0,1.5873016,1.5873016,6.3492063,1.5873016,4.7619048,31.7460317,0,0,0,53.968254,3.1746032,25.2873563,7.1428571,25,56.3218391,35.6321839,34.4827586,16.091954,31.0344828,2.2988506,31.0344828,31.0344828,8.045977,1.1494253,0,0,4.5977011,49.4252874,29.8850575,10.3448276,44.8275862,22.9885057,29.8850575,1.1494253,13.7931034,9.1954023,6.8965517,29.8850575,43.6781609,48.2758621,65.5172414,36.7816092,22.9885057,1.1494253,0,0,8.045977,3.4482759,0,0,0,0,4.5977011,0,100,0,0,0,0,0,0,0,0,100,0,0,25,43.6781609,1,NA,NA,NA,NA,NA,NA,NA,NA
Baghdad,Al-Karkh,5.567901235,5.407407407,39.9710785,56.3785287,3.6503928,16.25,15,46.6927696,53.3072304,84,84,100,12.345679,2,16,25,0,37.5,12.5,0,12.5,0,0,0,25,12.5,25,0,12.5,6.25,19.047619,62.5,37.5,37.5,0,12.5,37.5,0,62.962963,28.3950617,9.8765432,95.0617284,4.9382716,0,93.8271605,98.7654321,86.4197531,98.7654321,41.1764706,0,0,0,1.9607843,3.9215686,1.9607843,17.6470588,15.6862745,1.9607843,0,72.8395062,34.5679012,7.4074074,0,1.2345679,18.5185185,93.8271605,97.5308642,28.3950617,100,80.2469136,97.5308642,46.25,88.8888889,53.4246575,85.1851852,69.1358025,77.7777778,11.1111111,0,100,8.6419753,70.3703704,72.8395062,18.5185185,12.345679,27.1604938,1.2658228,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0632911,0,2.4691358,0,0,0,66.6666667,0,0,0,1.2987013,27.1604938,18.5185185,0,3.7037037,2.5,1.2345679,0,1.25,0,1.25,0,22.2222222,3.7037037,100,91.6666667,73.4375,100,22.2222222,22.2222222,33.3333333,11.1111111,0,11.1111111,0,0,11.1111111,0,0,0,0,0,39.7058824,10.2941176,17.6470588,4.4117647,11.7647059,2.9411765,2.9411765,0,0,19.1176471,20.5882353,36.7647059,10.2941176,8.8235294,0,1.4705882,0,2.9411765,1.4705882,2.9411765,8.8235294,0,1.4705882,1.4705882,42.6470588,17.6470588,14.8148148,2.9411765,85.7142857,38.2716049,37.037037,60.4938272,28.3950617,24.691358,9.8765432,29.6296296,35.8024691,3.7037037,9.8765432,2.4691358,0,0,56.7901235,60.4938272,37.037037,35.8024691,38.2716049,9.8765432,7.4074074,4.9382716,1.2345679,1.2345679,49.382716,60.4938272,69.1358025,33.3333333,16.0493827,17.2839506,13.5802469,3.7037037,3.7037037,4.9382716,2.4691358,0,0,0,0,17.2839506,21.4285714,100,0,0,0,14.2857143,0,0,0,0,100,0,0,92.3076923,33.3333333,1,NA,NA,NA,NA,NA,NA,NA,NA
Baghdad,Al-Mahmoudiya,5.47706422,5.036697248,39.150648,58.6475171,2.2018349,11.9266055,11.0091743,48.1891656,51.8108344,92.5373134,92.5373134,99.0825688,12.8440367,1.4925373,7.4626866,40,0,40,20,0,20,0,0,0,0,0,20,0,0,6.060606061,15.7894737,42.8571429,0,14.2857143,57.1428571,14.2857143,28.5714286,0,55.9633028,21.1009174,16.5137615,88.0733945,11.9266055,0,91.7431193,100,75.2293578,100,33.8461538,0,0,0,0,10.7692308,0,20,9.2307692,1.5384615,0,56.8807339,33.9449541,8.2568807,0.9174312,0,20.1834862,93.5779817,99.0825688,28.440367,100,77.9816514,99.0825688,35.7798165,66.6666667,44.4444444,81.6513761,63.3027523,62.3853211,8.2568807,0,100,11.0091743,60.5504587,69.7247706,24.7706422,16.5137615,35.7798165,0.9433962,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,44.4444444,0,0,0,0,27.5229358,21.1009174,1.8348624,0.9174312,0.9174312,0,0,0,0,0,0,29.3577982,1.8348624,100,89.5348837,63.5135135,64.2857143,42.8571429,7.1428571,42.8571429,0,0,21.4285714,0,0,0,0,0,0,0,0,46.3157895,27.3684211,18.9473684,14.7368421,6.3157895,2.1052632,0,2.1052632,0,8.4210526,13.6842105,14.7368421,9.4736842,2.1052632,1.0526316,3.1578947,0,5.2631579,4.2105263,5.2631579,22.1052632,0,2.1052632,0,20,18.9473684,17.4311927,3.4482759,70.8333333,37.6146789,28.440367,58.7155963,26.6055046,24.7706422,7.3394495,26.6055046,33.0275229,3.6697248,11.0091743,0,0.9174312,7.3394495,46.7889908,37.6146789,39.4495413,55.9633028,30.2752294,11.9266055,11.0091743,9.1743119,0.9174312,0,44.0366972,55.9633028,65.1376147,31.1926606,9.1743119,17.4311927,12.8440367,0.9174312,3.6697248,10.0917431,3.6697248,0,0,0,0,22.0183486,33.3333333,100,0,4.1666667,0,20.8333333,0,8.3333333,0,0,100,0,0,77.2727273,28.440367,1,NA,NA,NA,NA,NA,NA,NA,NA
Diyala,Al-Khalis,5.53125,5.53125,36.4876067,57.4901169,6.0222763,25.2631579,21.0526316,51.1964511,48.8035489,78.125,79.6875,98.9583333,10.4166667,3.125,20.3125,0,0,46.1538462,0,0,0,0,0,0,0,46.1538462,7.6923077,0,0,3.947368421,23.0769231,78.2608696,52.173913,4.3478261,26.0869565,39.1304348,13.0434783,0,68.75,7.2916667,5.2083333,89.5833333,10.4166667,0,82.2916667,100,44.7916667,100,28.5714286,0,0,0,1.7857143,1.7857143,0,26.7857143,5.3571429,5.3571429,1.7857143,10.4166667,48.9583333,7.2916667,1.0416667,6.25,1.0416667,98.9583333,95.8333333,66.6666667,100,100,98.9583333,87.5,100,84.057971,89.5833333,29.1666667,45.8333333,29.1666667,9.375,100,8.3333333,37.5,100,20.8333333,5.8139535,47.9166667,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,57.1428571,0,0,0,3.5294118,2.0833333,2.0833333,0,1.0416667,1.0416667,0,0,0,0,0,0,14.5833333,2.0833333,100,100,98.630137,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.741573,0,0,3.3707865,0,0,0,0,0,56.1797753,41.5730337,55.0561798,5.6179775,26.9662921,0,1.1235955,0,1.1235955,1.1235955,2.247191,35.9550562,0,0,0,59.5505618,0,32.2916667,0,8.3333333,38.5416667,28.125,45.8333333,11.4583333,30.2083333,11.4583333,30.2083333,51.0416667,11.4583333,2.0833333,0,0,0,48.9583333,13.5416667,10.4166667,52.0833333,32.2916667,60.4166667,1.0416667,25,6.25,4.1666667,42.7083333,23.9583333,60.4166667,45.8333333,36.4583333,29.1666667,0,0,0,4.1666667,3.125,6.25,3.125,4.1666667,0,12.5,0,100,0,0,0,0,0,0,0,0,100,0,0,25,46.875,0,NA,NA,NA,NA,NA,NA,NA,NA
Diyala,Baquba,5.119205298,5.006622517,36.2765068,58.7692201,4.9542731,16.7785235,15.3333333,48.4905584,51.5094416,88.8888889,89.8989899,98.6754967,7.9470199,1.010101,10.1010101,0,0,18.1818182,9.0909091,9.0909091,0,0,9.0909091,0,9.0909091,45.4545455,0,0,0,2.803738318,10.2564103,86.9565217,13.0434783,4.3478261,13.0434783,56.5217391,8.6956522,0,67.5496689,7.2847682,3.3112583,92.0529801,7.9470199,0,78.1456954,100,45.6953642,99.3377483,25.9259259,0,0,0,0.9259259,5.5555556,0,25,4.6296296,0.9259259,0,11.9205298,47.0198675,4.6357616,0.6622517,2.6490066,3.3112583,94.7019868,98.013245,68.2119205,100,94.7019868,100,78.1456954,86.3636364,80.3571429,84.5637584,37.0860927,53.6423841,33.1125828,1.3245033,99.3377483,2.6490066,45.0331126,96.6887417,12.5827815,6.6225166,31.1258278,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.027027,0,0,0,1.986755,0,42.8571429,0,0,0,0.7352941,7.2847682,5.9602649,0,0,0,0,0,0,0,0,0,17.8807947,1.3245033,100,100,96.8,100,0,50,0,0,0,50,50,0,0,0,0,50,0,0,9.2857143,0.7142857,1.4285714,3.5714286,0,0,0,0.7142857,0,47.1428571,42.8571429,54.2857143,7.8571429,29.2857143,0.7142857,1.4285714,0.7142857,3.5714286,1.4285714,5,31.4285714,0,0,0,59.2857143,1.4285714,27.1523179,0,#N/A,37.7483444,32.4503311,39.0728477,17.218543,28.4768212,11.2582781,32.4503311,43.0463576,9.9337748,0.6622517,0,0.6622517,1.986755,47.6821192,16.5562914,15.8940397,53.6423841,29.8013245,43.0463576,5.2980132,19.205298,4.6357616,3.3112583,29.8013245,39.0728477,50.3311258,47.6821192,38.410596,29.1390728,1.3245033,0.6622517,0.6622517,1.3245033,6.6225166,9.2715232,1.3245033,3.3112583,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.0728477,0,NA,NA,NA,NA,NA,NA,NA,NA
Diyala,Khanaqin,5.059405941,4.811881188,37.0741003,56.58573,6.3401697,19.5876289,19.5876289,47.4308502,52.5691498,86.3636364,86.3636364,91.0891089,5.9405941,1.5151515,13.6363636,0,0,44.4444444,0,33.3333333,0,0,0,0,11.1111111,11.1111111,0,0,0,2.816901408,7.6923077,100,52.3809524,0,23.8095238,57.1428571,19.047619,0,90.0990099,7.9207921,9.9009901,94.0594059,5.9405941,0,79.2079208,90.0990099,40.5940594,90.0990099,20.4819277,1.2048193,0,1.2048193,0,0,0,37.3493976,16.8674699,0,0,6.9306931,53.4653465,6.9306931,1.980198,10.8910891,1.980198,100,94.0594059,61.3861386,99.009901,84.1584158,99.009901,74.2574257,83.3333333,57.8947368,84.1584158,57.4257426,71.2871287,20.7920792,8.9108911,100,11.8811881,40.5940594,96.039604,20.7920792,5.6179775,47.5247525,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,57.1428571,0,0,0,1.980198,4.950495,4.950495,0,0,0,0,0,0,0,0,0,19.8019802,0,100,100,97.1428571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.1176471,3.5294118,0,7.0588235,0,0,0,0,0,58.8235294,37.6470588,52.9411765,1.1764706,25.8823529,0,1.1764706,0,2.3529412,0,5.8823529,29.4117647,0,0,0,54.1176471,0,26.7326733,8.4745763,21.7391304,32.6732673,43.5643564,46.5346535,12.8712871,29.7029703,4.950495,32.6732673,44.5544554,5.9405941,2.970297,0,0,0,33.6633663,14.8514851,11.8811881,52.4752475,27.7227723,34.6534653,0.990099,40.5940594,4.950495,3.960396,29.7029703,26.7326733,54.4554455,69.3069307,54.4554455,15.8415842,0,0,0,1.980198,1.980198,1.980198,0,0,0.990099,22.7722772,0,95.6521739,0,0,0,0,0,8.6956522,4.3478261,0,95.6521739,0,0,35.7142857,52.4752475,0,NA,NA,NA,NA,NA,NA,NA,NA
Diyala,Kifri,5.090909091,5.090909091,37.5932797,59.1300763,3.276644,8.6956522,8.6956522,51.893424,48.106576,69.5652174,69.5652174,97.4025974,9.0909091,0,26.0869565,30.7692308,0,38.4615385,0,0,0,0,0,0,0,15.3846154,38.4615385,0,0,2.325581395,22.2222222,92.3076923,0,23.0769231,15.3846154,38.4615385,23.0769231,0,51.9480519,12.987013,11.6883117,93.5064935,6.4935065,0,96.1038961,98.7012987,51.9480519,97.4025974,25,0,0,0,0,5.7692308,0,32.6923077,21.1538462,0,0,16.8831169,40.2597403,3.8961039,0,0,2.5974026,98.7012987,100,54.5454545,100,94.8051948,94.8051948,77.9220779,100,79.6610169,88.3116883,33.7662338,53.2467532,23.3766234,1.2987013,97.4025974,7.7922078,31.1688312,97.4025974,20.7792208,4,49.3506494,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.1578947,11.8421053,6.4935065,0,0,0,66.6666667,0,0,0,1.6666667,7.7922078,7.7922078,0,0,0,0,0,0,0,0,0,18.1818182,10.3896104,100,96.4912281,92.7272727,40,20,40,20,0,0,20,0,0,20,20,0,0,0,0,6.4516129,3.2258065,1.6129032,3.2258065,4.8387097,0,1.6129032,1.6129032,3.2258065,56.4516129,54.8387097,53.2258065,0,27.4193548,4.8387097,4.8387097,0,4.8387097,0,4.8387097,22.5806452,0,0,0,53.2258065,1.6129032,37.6623377,11.1111111,#N/A,32.4675325,24.6753247,50.6493506,7.7922078,6.4935065,3.8961039,40.2597403,66.2337662,11.6883117,5.1948052,0,1.2987013,1.2987013,68.8311688,32.4675325,11.6883117,42.8571429,22.0779221,44.1558442,1.2987013,5.1948052,1.2987013,3.8961039,35.0649351,22.0779221,54.5454545,37.6623377,40.2597403,37.6623377,1.2987013,0,0,3.8961039,3.8961039,9.0909091,1.2987013,2.5974026,1.2987013,1.2987013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.5714286,1,NA,NA,NA,NA,NA,NA,NA,NA
